codigo,nombre_iniciativa,facultad,carrera,instrumento,anio,semestre,modalidad,estado_sisav,n_estudiantes,n_academicos,n_titulados,n_empleadores,n_organizaciones_osc,n_titulados_charlista,n_titulados_expositor,n_titulados_asistente,n_empleadores_charlista,n_empleadores_expositor,n_empleadores_asistente,n_organizaciones_osc_charlista,n_organizaciones_osc_expositor,n_organizaciones_osc_asistente,competencia_sello,sello_tecnologia,sello_responsabilidad_social,sello_sustentabilidad,sello_genero,competencia_generica,dominios_disciplinares,ciclo_estudio,internacionalizacion,catedra_asignatura,comuna_rm,evidencia,cantidad_act_planificadas,cantidad_act_ejecutadas,requiere_revision,motivo_revision,_archivo_origen,_anio,_origen_dato
DEMO-0047,Iniciativa demo 0047,FING,Ingeniería_Civil_en_Mecánica,EXTENSION,2022,2S,Presencial,EJECUCION,0.0,1.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Tecnología; Sostenibilidad,True,False,True,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar","Diseño de Sistemas y Procesos Organizacionales, Evaluación y Desarrollo De Sistemas y Procesos Organizacionales, Gestión y Dirección Organizacional; Diseño y Gestión de Procesos Productivos Agroindustriales, Evaluación y Desarrollo de Sistemas y Procesos Organizacionales, Gestión y Dirección Organizacional; Planificar, programar, diseñar, ejecutar, optimizar, dirigir, supervisar y evaluar procesos productivos en industrias de su competencia profesional. Integración conceptual, gráfica de diferentes componentes de la tecnología, conducentes a la presentación de la creación de procesos, equipos y productos. El diseño moderno y la operación de sus sistemas tecnológicos",3,False,Introducción a la Ingeniería Civil Química,Colina,NO,1.0,1.0,True,sin evidencia,generador_sintetico_seed42,2022,sintetico
DEMO-0048,Iniciativa demo 0048,FING,Ingeniería_en_Informática,VEDP,2022,2S,Presencial,NO REALIZADO,42.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Tecnología; Responsabilidad social,True,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Capacidad Integradora; Capacidad de Articulación de la Racionalidad Política y Técnica; Capacidad empática, sensibilidad social y fortalezas en el proceso de comunicación; Ética y compromiso",1,False,Taller de Proyectos,San Ramon,SI,5.0,5.0,False,,generador_sintetico_seed42,2022,sintetico
DEMO-0049,Iniciativa demo 0049,FING,Dibujante_Proyectista,EXTENSION,2022,2S,Presencial,EJECUCION,30.0,6.0,9.0,0.0,18.0,4.0,3.0,2.0,0.0,0.0,0.0,1.0,11.0,6.0,TECNOLOGIA; RESPONSABILIDAD_SOCIAL,True,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Es un profesional del más alto nivel capaz de trabajar en forma independiente o en grupos interdisciplinario; Tiene la capacidad para investigar, innovar y dar lugar a nuevas tecnologías; Es capaz de plantear y resolver problemas específicos del área productiva; Posee el conocimiento, manejo y entrenamiento en legislación, normas y patentes; Posee la capacidad de autoaprendizaje, manejo de la comunicación oral y escrita, incluyendo el idioma inglés; Tiene una conducta ética para orientar su comportamiento profesional; Investigación Biotecnológica; Diseño, gestión y desarrollo de procesos y productos biotecnológicos",2,False,innovación y desarrollo de producto,La Reina,SI,3.0,2.0,False,,generador_sintetico_seed42,2022,sintetico
DEMO-0050,Iniciativa demo 0050,FAE,Ingeniería_Comercial,VEDP,2022,1S,Presencial,EJECUCION,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TECNOLOGIA; RESPONSABILIDAD_SOCIAL,True,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar","Capacidad de abstraer conocimientos de geometría y matemática para desarrollar todo tipo de dibujos ortogonales, con curvatura, formas regulares (polígonos), enlaces entre rectos y curvas (en modelos computacionales o manuales); Capacidad de analizar y aplicar conceptos básicos de gestión en las actividades interdisciplinarias; Adecuación de conocimientos del área gráfica tecnológica a proyectos de diferentes ámbitos del conocimiento; Diseño de productos mecánicos y de ingeniería industrial",3,False,Teoría e historia de la arquitectura II,Puente Alto,SI,1.0,1.0,False,,generador_sintetico_seed42,2022,sintetico
DEMO-0051,Iniciativa demo 0051,FHTCS,Trabajo_Social,EXTENSION,2022,2S,Presencial,NO REALIZADO,35.0,2.0,43.0,1.0,0.0,13.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,Tecnología; Sostenibilidad,True,False,True,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar","Proyectar, Investigar",2,False,Comercio Internacional I,Lo Prado,SI,1.0,0.0,False,,generador_sintetico_seed42,2022,sintetico
DEMO-0052,Iniciativa demo 0052,FING,Ingeniería_Civil_en_Computación_Mención_Informática,VEDP,2022,2S,Presencial,EJECUCION,89.0,2.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,21.0,TECNOLOGIA,True,False,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar","Proyectar, Investigar, Valorar",3,False,Práctica Profesional,Cerrillos,SI,1.0,1.0,False,,generador_sintetico_seed42,2022,sintetico
DEMO-0053,Iniciativa demo 0053,FCCOT,Arquitectura,VEDP,2022,2S,Presencial,EJECUCION,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,TECNOLOGIA; RESPONSABILIDAD_SOCIAL,True,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar","Es un profesional del más alto nivel capaz de trabajar en forma independiente o en grupos interdisciplinarios; cuenta con una sólida formación en los diferentes campos de las ciencias básicas, ciencias de la ingeniería y biotecnología. Tiene una conducta ética para orientar su comportamiento profesional, flexibilidad y capacidad de adaptación",3,False,Sistema de Telecomunicaciones,Melipilla,SI,4.0,3.0,False,,generador_sintetico_seed42,2022,sintetico
DEMO-0054,Iniciativa demo 0054,FING,Ingeniería_Industrial,VEDP,2022,2S,Presencial,EJECUCION,50.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,9.0,0.0,11.0,0.0,0.0,1.0,Tecnología,True,False,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Instrumentación biomédica,2,False,Ingeniería metabólica y fermentaciones,Huechuraba,SI,3.0,3.0,False,,generador_sintetico_seed42,2022,sintetico
DEMO-0055,Iniciativa demo 0055,FING,Ingeniería_Civil_en_Ciencias_de_Datos,EXTENSION,2022,1S,Presencial,EJECUCION,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sostenibilidad; Responsabilidad social,False,True,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Administrador y diseñador de sistemas y servicios documentales, bibliográficos y administrativos; Creador y administrador de organizaciones de información: archivos, centros de documentación, bibliotecas físicas y digitales; Gestor, analizador y creador de recursos informativos en sistemas y redes; Garante del patrimonio cultural documental",2,False,Redes de Comunicación,Penalolen,SI,1.0,1.0,False,,generador_sintetico_seed42,2022,sintetico
DEMO-0056,Iniciativa demo 0056,FAE,Ingeniería_en_Administración_Agroindustrial,VEDP,2022,2S,Online,EJECUCION,12.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Tecnología,True,False,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Planificar, programar y evaluar procesos constructivos, Gestionar y administrar proyectos y procesos constructivos, Desarrollar y ejecutar proyectos y procesos constructivos",2,False,DISEÑO INDUSTRIAL IX; DISEÑO INDUSTRIAL IX TALLER DE TITULACION DISEÑO INDUSTRIAL,La Granja,SI,3.0,3.0,False,,generador_sintetico_seed42,2022,sintetico
DEMO-0057,Iniciativa demo 0057,FHTCS,Trabajo_Social,EXTENSION,2022,1S,Presencial,NO REALIZADO,3.0,4.0,15.0,1.0,0.0,1.0,3.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,SOSTENIBILIDAD; RESPONSABILIDAD_SOCIAL; TECNOLOGIA,True,True,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Gestión Informática: define requerimientos, aplica metodologías, diseña soluciones y determina costos para el desarrollo de un sistema de información. Formula, evalúa y gestiona proyectos informáticos. Organiza y dirige equipos de auditoría informática. Políticas y planes de seguridad informática. Tecnologías de información y comunicación: diseña, configura y monitorea redes de computadores. Administra sistemas operativos, sistemas de cuenta de usuarios y plataformas virtuales. Administra con eficiencia conexiones, distribuye recursos y maneja fallas de sistema",2,False,Taller de Diseño Comunicación Visual II,San Joaquin,SI,2.0,2.0,False,,generador_sintetico_seed42,2022,sintetico
DEMO-0058,Iniciativa demo 0058,FING,Ingeniería_Civil_en_Computación_Mención_Informática,VEDP,2022,1S,Presencial,EJECUCION,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Responsabilidad social; Inclusión,False,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Ingeniería del conocimiento,2,False,Sin información,Pudahuel,SI,3.0,1.0,False,,generador_sintetico_seed42,2022,sintetico
DEMO-0059,Iniciativa demo 0059,FAE,Bibliotecología_y_Documentación,EXTENSION,2022,2S,Presencial,EJECUCION,72.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Responsabilidad social,False,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar","Tiene la capacidad para investigar, innovar y dar lugar a nuevas tecnologías; Investigación biotecnológica; Diseño, gestión y desarrollo de procesos y productos biotecnológicos; Inglés",1,False,"Diseño Industrial III, 	Práctica Técnico Profesional,Diseño Industrial VII",Pudahuel,SI,1.0,1.0,False,,generador_sintetico_seed42,2022,sintetico
DEMO-0060,Iniciativa demo 0060,FCCOT,Arquitectura,VEDP,2022,1S,Presencial,EJECUCION,28.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,TECNOLOGIA; RESPONSABILIDAD_SOCIAL,True,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Ciencia Jurídica e Investigación,3,True,Gestión de Operaciones II; Administración de la Producción; Administración de la Producción II,Maipu,SI,1.0,1.0,False,,generador_sintetico_seed42,2022,sintetico
DEMO-0061,Iniciativa demo 0061,FCCOT,Arquitectura,VEDP,2022,2S,Presencial,EJECUCION,38.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Ingeniería Aplicada y Tecnología (Res°01102 - Rediseño 2025),1,False,Toda las asignaturas del área expresivo tecnológico de la carrera de Diseño en Comunicación Visual.,Las Condes,SI,2.0,2.0,False,,generador_sintetico_seed42,2022,sintetico
DEMO-0062,Iniciativa demo 0062,FING,Ingeniería_Civil_en_Computación_Mención_Informática,VEDP,2022,2S,Presencial,EJECUCION,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,TECNOLOGIA,True,False,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Diseño y desarrollo de soluciones electrónicas; Gestión y supervisión de proyectos eléctricos, electrónicos, de telecomunicaciones y control",1,False,Gestión documental en las empresas,Melipilla,SI,4.0,3.0,False,,generador_sintetico_seed42,2022,sintetico
DEMO-0063,Iniciativa demo 0063,FHTCS,Diseño_en_Comunicación_Visual,VEDP,2022,2S,Presencial,EJECUCION,31.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,SUSTENTABILIDAD; RESPONSABILIDAD_SOCIAL; TECNOLOGIA,True,True,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Diseño de Sistemas y Procesos Organizacionales, Evaluación y Desarrollo De Sistemas y Procesos Organizacionales, Gestión y Dirección Organizacional; Diseño y Gestión de Procesos Productivos Agroindustriales, Evaluación y Desarrollo de Sistemas y Procesos Organizacionales, Gestión y Dirección Organizacional; Planificar, programar, diseñar, ejecutar, optimizar, dirigir, supervisar y evaluar procesos productivos en industrias de su competencia profesional. Integración conceptual, gráfica de diferentes componentes de la tecnología, conducentes a la presentación de la creación de procesos, equipos y productos. El diseño moderno y la operación de sus sistemas tecnológicos",1,False,Diseño Industrial I Diseño Industrial II,Melipilla,SI,3.0,3.0,False,,generador_sintetico_seed42,2022,sintetico
DEMO-0064,Iniciativa demo 0064,FCCOT,Arquitectura,VEDP,2022,1S,Online,EJECUCION,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,SOSTENIBILIDAD; RESPONSABILIDAD_SOCIAL; TECNOLOGIA,True,True,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Capacidad Analítica y Crítica,1,False,Administración y Gestión de operaciones,Estacion Central,SI,1.0,1.0,False,,generador_sintetico_seed42,2022,sintetico
DEMO-0065,Iniciativa demo 0065,FAE,Ingeniería_en_Gestión_Turística,FCR,2022,2S,Hibrida,EJECUCION,92.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,TECNOLOGIA; RESPONSABILIDAD_SOCIAL,True,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Operación turística,2,False,Ingeniería de Procesos Alimentarios II/Técnicas de conservación de los alimentos,Huechuraba,SI,1.0,1.0,False,,generador_sintetico_seed42,2022,sintetico
DEMO-0066,Iniciativa demo 0066,FHTCS,Diseño_en_Comunicación_Visual,FCR,2022,2S,Hibrida,EJECUCION,8.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Tiene la capacidad para investigar, innovar y dar lugar a nuevas tecnologías; Investigación biotecnológica; Diseño, gestión y desarrollo de procesos y productos biotecnológicos; Inglés",1,False,Introducción a la Ingenieria Civil Matemática,Recoleta,SI,4.0,4.0,False,,generador_sintetico_seed42,2022,sintetico
DEMO-0067,Iniciativa demo 0067,FCCOT,Ingeniería_en_Construcción,EXTENSION,2022,2S,Online,EJECUCION,50.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,Responsabilidad social,False,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar","Proyectual, Teorico",2,False,Trabajo de Título I; Práctica profesional,Nunoa,SI,1.0,1.0,False,,generador_sintetico_seed42,2022,sintetico
DEMO-0068,Iniciativa demo 0068,FCCOT,Ingeniería_en_Construcción,EXTENSION,2022,2S,Presencial,EJECUCION,8.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,Responsabilidad social,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Ciencias de la ingeniería,2,False,Taller de Arquitectura IX - X,La Granja,NO,3.0,2.0,True,sin evidencia,generador_sintetico_seed42,2022,sintetico
DEMO-0069,Iniciativa demo 0069,FCCOT,Arquitectura,EXTENSION,2022,1S,Presencial,EJECUCION,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Específica - Geomensura en Ingeniería del Territorio (Res°01102 - Rediseño 2025),1,False,Taller de Proyectos,Lo Barnechea,SI,2.0,2.0,False,,generador_sintetico_seed42,2022,sintetico
DEMO-0070,Iniciativa demo 0070,FING,Ingeniería_Civil_en_Mecánica,EXTENSION,2022,2S,Presencial,NO REALIZADO,15.0,1.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,9.0,Sostenibilidad,False,False,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Llevar a cabo investigación, desarrollo y optimización de procesos químicos que inciden en la obtención de productos, cautelando el control en la generación de sub productos que conlleven riesgos ambientales. Realizar análisis químico, control y caracterización de materias primas y otros productos ya elaborados, velando por la observancia de las normas ambientales vigentes",1,False,Taller de acercamiento a la realidad II/ Sistematización en Trabajo Social,Nunoa,SI,1.0,1.0,False,,generador_sintetico_seed42,2022,sintetico
DEMO-0071,Iniciativa demo 0071,FING,Ingeniería_Civil_Industrial,VEDP,2022,2S,Presencial,EJECUCION,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Administrador y diseñador de sistemas y servicios documentales, bibliográficos y administrativos; Creador y administrador de organizaciones de información: archivos, centros de documentación, bibliotecas físicas y digitales; Gestor, analizador y creador de recursos informativos en sistemas y redes; Organizador, buscador y difusor de la información registrada en diferentes medios; Creador de bases de datos documentales; Conductor y generador de necesidades de información; Socializador de usuarios en los procesos de búsqueda y uso de la información; Garante del patrimonio cultural documental",2,False,Termodinámica Aplicada; Máquinas Térmicas; Trabajo de Título I,La Pintana,SI,3.0,2.0,False,,generador_sintetico_seed42,2022,sintetico
DEMO-0072,Iniciativa demo 0072,FAE,Ingeniería_en_Administración_Agroindustrial,VEDP,2022,2S,Presencial,NO REALIZADO,41.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,Responsabilidad social,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,SIN INFORMACIÓN,2,False,Derecho Civil I: Introducción y Personas,Providencia,SI,1.0,1.0,False,,generador_sintetico_seed42,2022,sintetico
DEMO-0073,Iniciativa demo 0073,FCNMMA,Ingeniería_en_Biotecnología,VEDP,2022,2S,Presencial,EJECUCION,72.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Diseño de Sistemas y Procesos Organizacionales, Evaluación y Desarrollo de Sistemas y Procesos Organizacionales, Gestión y Dirección Organizacional",1,False,Diseño en Comunicacion Visual,Lo Barnechea,SI,3.0,2.0,False,,generador_sintetico_seed42,2022,sintetico
DEMO-0074,Iniciativa demo 0074,FHTCS,Trabajo_Social,EXTENSION,2022,2S,Presencial,NO REALIZADO,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Responsabilidad social,False,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar","Tecnologías de información y comunicación: diseña, configura y monitorea redes de computadores. Administra sistemas operativos, sistemas de cuenta de usuarios y plataformas virtuales. Administra con eficiencia conexiones, distribuye recursos y maneja fallas de sistema; ngeniería de software: desarrolla módulos, evalúa calidad e integra software con soporte en algoritmos. Evalúa la demanda de software e introduce mejoras en su desempeño",1,False,Electivo Turismo Deportivo,Nunoa,SI,1.0,1.0,False,,generador_sintetico_seed42,2022,sintetico
DEMO-0075,Iniciativa demo 0075,FCNMMA,Ingeniería_Química,EXTENSION,2022,2S,Presencial,EJECUCION,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Responsabilidad social; Tecnología,True,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Gestión Informática; Tecnologías de información y comunicación; Ingeniería de software,1,False,GESTIÓN LOGÍSTICA; GESTIÓN DE OPERACIONES; GESTIÓN DE OPERACIONES 1,Quilicura,SI,2.0,1.0,False,,generador_sintetico_seed42,2022,sintetico
DEMO-0076,Iniciativa demo 0076,FAE,Ingeniería_en_Administración_Agroindustrial,VEDP,2022,2S,Presencial,NO REALIZADO,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SUSTENTABILIDAD,False,False,True,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Mantenimiento; Diseño y selección de equipos e instalaciones; Diseño y selección de procesos de fabricación y de manufactura; Proyectos mecánicos,0,False,Ingeniería de Procesos Alimentarios II/Técnicas de conservación de los alimentos,San Joaquin,NO,2.0,2.0,True,sin evidencia,generador_sintetico_seed42,2022,sintetico
DEMO-0077,Iniciativa demo 0077,FCCOT,Ingeniería_en_Construcción,EXTENSION,2022,1S,Presencial,EJECUCION,40.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Gestión organizacional pública; Gestión de políticas públicas; Gestión de innovación de políticas públicas,0,False,gestión de operaciones- gestión logística-planificación y control de gestión.,Renca,NO,1.0,1.0,True,sin evidencia,generador_sintetico_seed42,2022,sintetico
DEMO-0078,Iniciativa demo 0078,FING,Ingeniería_Civil_en_Computación_Mención_Informática,VEDP,2022,1S,Presencial,NO REALIZADO,0.0,0.0,1.0,20.0,2.0,1.0,0.0,0.0,6.0,2.0,12.0,1.0,1.0,0.0,Responsabilidad social,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Proyectual, Histórico teórico, Expresivo tecnológico",3,False,INVESTIGACION SOCIAL I,Quilicura,SI,3.0,3.0,False,,generador_sintetico_seed42,2022,sintetico
DEMO-0079,Iniciativa demo 0079,FCCOT,Arquitectura,VEDP,2022,1S,Presencial,EJECUCION,83.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Sostenibilidad; Tecnología,True,False,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Diseño de Sistemas y Procesos Organizacionales, Evaluación y Desarrollo de Sistemas y Procesos Organizacionales, Gestión y Dirección Organizacional",0,False,Química Industrial I,San Miguel,SI,4.0,2.0,False,,generador_sintetico_seed42,2022,sintetico
